Filename,UnifiedQualityScore.native,BackgroundUniformity.native,IlluminationUniformity.native,LuminanceMean.native,LuminanceVariance.native,UnderExposurePrevention.native,OverExposurePrevention.native,DynamicRange.native,Sharpness.native,NoCompressionArtifacts.native,NaturalColour.native,SingleFacePresent.native,EyesOpen.native,MouthClosed.native,EyesVisible.native,MouthOcclusionPrevention.native,FaceOcclusionPrevention.native,InterEyeDistance.native,HeadSize.native,LeftwardCropOfFace.native,RightwardCropOfFace.native,MarginAboveTheFace.native,MarginBelowTheFace.native,HeadPoseYawFrontal.native,HeadPosePitchFrontal.native,HeadPoseRollFrontal.native,ExpressionNeutrality.native,NoHeadCoverings.native,UnifiedQualityScore.scalar,BackgroundUniformity.scalar,IlluminationUniformity.scalar,LuminanceMean.scalar,LuminanceVariance.scalar,UnderExposurePrevention.scalar,OverExposurePrevention.scalar,DynamicRange.scalar,Sharpness.scalar,NoCompressionArtifacts.scalar,NaturalColour.scalar,SingleFacePresent.scalar,EyesOpen.scalar,MouthClosed.scalar,EyesVisible.scalar,MouthOcclusionPrevention.scalar,FaceOcclusionPrevention.scalar,InterEyeDistance.scalar,HeadSize.scalar,LeftwardCropOfFace.scalar,RightwardCropOfFace.scalar,MarginAboveTheFace.scalar,MarginBelowTheFace.scalar,HeadPoseYawFrontal.scalar,HeadPosePitchFrontal.scalar,HeadPoseRollFrontal.scalar,ExpressionNeutrality.scalar,NoHeadCoverings.scalar,glasses
Multi-PIE/well-litFrontalNeutralProbes/withoutGlasses/017_01_01_051_15.png,26.248.522,86.304.431,0.016529,0.171041,0.011627,0.363102,0,6.566.539,40,0.990041,3.511.457,0,0.105697,0,0,0,0.006495,67.202.951,0.266669,5.462.687,5.089.552,1.609.375,2.140.625,-4.453.987,6.047.817,0.239783,4.825.447.266,0,78,60,29,36,96,100,100,82,99,100,83,100,100,97,100,100,99,47,5,100,100,89,97,99,99,100,88,100,n
Multi-PIE/well-litFrontalNeutralProbes/withoutGlasses/207_01_01_051_08.png,24.540.052,87.239.470,0.522377,0.382660,0.024071,0.028032,0,7.278.803,43,0.993267,100,0,0.094681,0.007575,0,0,0.002457,75.003.806,0.275018,4.800.000,4.733.333,1.355.905,2.280.041,-0.577206,-4.381.891,-0.897757,15.546.892.578,0,64,60,82,97,96,100,100,91,99,100,0,100,100,96,100,100,100,56,6,100,100,39,99,100,99,100,98,100,n
Multi-PIE/well-litFrontalNeutralProbes/withoutGlasses/127_01_01_051_08.png,25.099.447,89.678.878,0.471837,0.306843,0.019457,0.075719,0,7.149.563,47,0.992614,100,0,0.081533,0.010891,0,0,0.001097,73.218.844,0.270517,5.124.979,4.619.314,1.593.027,2.118.880,-2.070.693,-8.002.545,4.173.975,7.268.597.168,0,69,59,80,89,99,100,100,89,100,100,0,100,100,96,100,100,100,54,5,100,100,87,96,100,98,99,92,100,n
Multi-PIE/well-litFrontalNeutralProbes/withoutGlasses/279_02_01_051_15.png,26.660.685,86.027.629,0.238889,0.193008,0.011844,0.254995,0,6.657.865,37,0.982152,4.746.789,0,0.102766,0.010590,0,0,0.001425,61.018.493,0.278221,5.950.020,5.540.239,1.826.603,1.781.502,-1.052.599,-4.577.568,1.253.778,10.992.123.047,0,80,61,65,47,96,100,100,83,98,100,77,100,100,96,100,100,100,39,6,100,100,99,45,100,99,100,96,100,n
Multi-PIE/well-litFrontalNeutralProbes/withoutGlasses/052_01_01_051_16.png,27.980.207,141.082.520,0.682099,0.048107,0.001597,0.886423,0,4.918.269,38,0.969565,2.469.211,0,0.099860,0,0,0,0.008897,77.183.439,0.264602,5.019.206,4.279.943,1.511.764,2.267.646,2.602.590,2.164.767,2.245.717,10.892.044.922,0,87,40,89,5,27,59,100,61,99,100,88,100,100,97,100,100,99,59,5,100,100,75,99,100,100,100,96,100,n
Multi-PIE/well-litFrontalNeutralProbes/withoutGlasses/093_01_01_051_15.png,26.355.268,88.785.093,0.126951,0.199680,0.012262,0.260352,0.000019,6.615.177,43,0.991005,100,0,0.077976,0.009846,0,0,0.003109,69.448.629,0.299241,5.356.598,4.880.135,1.323.215,2.019.644,4.219.608,-0.858761,4.997.870,16.172.373.047,0.028520,78,59,54,50,97,100,100,83,99,100,0,100,100,96,100,100,100,49,9,100,100,32,90,99,100,99,99,87,n
Multi-PIE/well-litFrontalNeutralProbes/withoutGlasses/327_03_01_051_07.png,28.275.444,140.093.201,0.699074,0.325893,0.029400,0.102200,0,7.362.970,46,0.989781,100,0,0.085846,0,0,0,0.000594,74.040.256,0.266797,4.945.946,4.702.703,1.483.651,2.264.520,-1.889.459,2.846.481,1.820.147,9.432.769.531,0,88,41,90,93,91,100,100,92,100,100,0,100,100,97,100,100,100,55,5,100,100,70,99,100,100,100,95,100,n
Multi-PIE/well-litFrontalNeutralProbes/withGlasses/110_01_01_051_08.png,21.312.201,156.331.990,0.724914,0.257374,0.016629,0.096768,0,6.981.612,47,0.992820,4.141.188,0,0.073876,0,0.039655,0,0.105791,71.014.197,0.273306,4.810.931,5.294.871,1.478.806,2.180.096,-8.376.265,0.102455,5.599.002,13.349.181.641,0,34,36,91,76,100,100,100,87,100,100,80,100,100,97,96,100,89,51,6,100,100,69,98,98,100,99,98,100,y
Multi-PIE/well-litFrontalNeutralProbes/withGlasses/223_01_01_051_15.png,23.826.826,99.518.243,0.098633,0.201480,0.014711,0.199365,0,6.742.768,42,0.994763,100,0,0.077627,0,0.204431,0,0.076275,69.105.895,0.270996,5.215.201,5.055.848,1.545.422,2.145.139,-2.703.511,-0.311760,1.829.712,15.291.258.789,0,58,55,50,51,100,100,100,84,99,100,0,100,100,97,80,100,92,49,5,100,100,81,97,100,100,100,98,100,y
Multi-PIE/well-litFrontalNeutralProbes/withGlasses/211_01_01_051_06.png,23.855.396,59.933.691,0.369146,0.258342,0.015292,0.116235,0,6.952.625,43,0.994433,100,0,0.077258,0.013823,0.055785,0,0.039030,77.877.786,0.301432,4.705.474,4.512.627,1.339.084,1.991.280,-2.845.788,0.676349,8.786.570,13.555.195.312,0,58,72,74,76,100,100,100,87,99,100,0,100,100,96,94,100,96,60,10,100,100,35,87,100,100,98,98,100,y
Multi-PIE/well-litFrontalNeutralProbes/withGlasses/226_01_01_051_06.png,27.375.946,47.151.987,0.579985,0.293233,0.018671,0.070116,0,7.079.574,48,0.995963,100,0,0.065192,0.007659,0.019592,0,0.085284,82.069.337,0.272003,4.484.804,4.314.187,1.445.470,2.245.091,1.076.201,-17.595.997,2.643.542,12.096.536.133,0,84,78,85,87,100,100,100,88,100,100,0,100,99,96,98,100,91,65,6,100,100,61,99,100,91,100,97,100,y
Multi-PIE/well-litFrontalNeutralProbes/withGlasses/256_02_01_051_16.png,28.088.387,123.097.847,0.719927,0.172697,0.010519,0.216079,0,6.596.598,38,0.991826,100,0,0.083848,0.007595,0.000862,0,0.074613,69.139.235,0.274293,5.415.174,4.850.490,1.471.740,2.188.545,2.651.984,-1.033.297,2.817.069,14.046.415.039,0,88,46,91,37,94,100,100,82,99,100,0,100,100,96,100,100,93,49,6,100,100,67,98,100,100,100,98,100,y
Multi-PIE/well-litFrontalNeutralProbes/withGlasses/229_01_01_051_07.png,26.287.157,193.818.464,0.721633,0.315563,0.021195,0.074049,0,7.193.744,44,0.995359,100,0,0.075163,0.008396,0.052018,0,0.055957,70.140.060,0.248135,5.134.481,4.991.857,1.645.607,2.384.451,1.556.113,-2.869.279,1.730.586,13.032.280.273,0,78,26,91,91,98,100,100,90,99,100,0,100,100,96,95,100,94,50,3,100,100,92,100,100,100,100,97,100,y
Multi-PIE/well-litFrontalNeutralProbes/withGlasses/087_01_01_051_15.png,28.872.292,116.400.140,0.324846,0.076158,0.003667,0.729269,0,5.570.376,46,0.978731,4.366.749,0,0.083948,0,0.080404,0,0.075401,72.081.671,0.252083,5.083.333,4.805.556,1.900.826,2.066.116,-2.727.722,-7.814.620,-0.753716,15.716.036.133,0,91,49,71,8,54,97,100,70,100,100,79,100,100,97,92,100,92,53,4,100,100,99,93,100,98,100,98,100,y
Multi-PIE/well-litFrontalNeutralProbes/withGlasses/009_01_01_051_06.png,25.031.208,102.592.295,0.620408,0.126797,0.004673,0.363626,0.000018,6.052.290,47,0.988281,3.550.113,0,0.103308,0.011305,0.045838,0,0.070791,72.037.721,0.260625,5.081.373,4.803.703,1.398.881,2.438.050,0.952235,-7.318.266,1.979.460,17.165.470.703,0.262921,69,54,87,19,63,100,100,76,100,100,82,100,100,96,95,100,93,53,4,100,100,50,100,100,98,100,99,15,y
Multi-PIE/well-litFrontalNeutralProbes/withGlasses/234_01_01_051_15.png,24.970.804,72.465.061,0.128028,0.114280,0.004825,0.492690,0,5.978.666,44,0.986942,3.567.155,0,0.090607,0,0.043354,0,0.068777,75.173.501,0.265676,4.849.455,4.676.260,1.480.131,2.298.928,-3.149.242,1.686.863,2.221.019,14.636.135.742,0,68,66,54,15,65,100,100,75,99,100,82,100,100,97,96,100,93,56,5,100,100,69,99,100,100,100,98,100,y
Multi-PIE/well-litFrontalNeutralProbes/withGlasses/084_01_01_051_06.png,25.531.923,54.564.410,0.370064,0.208567,0.014428,0.205940,0.000076,6.800.628,49,0.988487,3.330.737,0,0.064809,0.007874,0.001936,0,0.101990,72.073.267,0.264583,4.873.120,5.011.956,1.393.701,2.385.827,2.035.883,-2.574.021,0.096771,8.395.353.516,0,73,74,74,54,99,100,99,85,100,100,83,100,99,96,100,100,90,53,5,100,100,48,100,100,100,100,94,100,y
Multi-PIE/well-litFrontalNeutralProbes/withGlasses/302_03_01_051_08.png,26.477.259,96.873.566,0.361633,0.362955,0.025956,0.048475,0.000036,7.264.598,32,0.990084,2.861.686,0,0.077937,0.007931,0.090490,0,0.088262,67.035.799,0.262667,5.400.579,5.146.961,1.515.110,2.292.496,0.763679,1.568.596,0.479172,13.939.579.102,0,79,56,74,96,94,100,100,91,98,100,86,100,100,96,91,100,91,46,5,100,100,76,99,100,100,100,98,100,y
Multi-PIE/well-litFrontalNeutralProbes/withGlasses/024_01_01_051_16.png,24.858.803,164.256.375,0.759516,0.204124,0.012076,0.102737,0,6.717.849,32,0.992623,100,0,0.080881,0,0.166226,0,0.108180,67.013.559,0.257311,5.432.231,5.118.833,1.365.673,2.536.250,-0.772857,2.154.790,1.573.883,-5.255.505.371,0,67,33,92,52,97,100,100,84,98,100,0,100,100,97,83,100,89,46,4,100,100,42,100,100,100,100,49,100,y
Multi-PIE/well-litFrontalNeutralProbes/withGlasses/187_01_01_051_07.png,22.891.304,213.968.701,0.620370,0.298331,0.023321,0.056434,0.000036,7.196.181,43,0.988652,100,0,0.083899,0,0.045492,0,0.121175,66.265.602,0.251076,5.635.367,5.031.038,1.391.473,2.607.971,-2.752.993,-5.699.842,0.560088,10.671.442.383,0,49,22,87,88,97,100,100,90,99,100,0,100,100,97,95,100,88,45,4,100,100,48,100,100,99,100,96,100,y
Multi-PIE/well-litFrontalNeutralProbes/withGlasses/108_01_01_051_15.png,26.931.259,80.997.929,0.259871,0.211234,0.014985,0.227672,0,6.793.589,47,0.988430,100,0,0.078947,0,0.003638,0,0.070213,68.029.379,0.291853,5.558.824,4.852.941,1.334.863,2.091.524,1.683.935,-2.451.114,0.075196,14.370.884.766,0,82,63,67,56,100,100,100,85,100,100,0,100,100,97,100,100,93,48,8,100,100,34,95,100,100,100,98,100,y
Multi-PIE/well-litFrontalNeutralProbes/withGlasses/313_03_01_051_16.png,21.871.077,115.189.443,0.684898,0.163423,0.009390,0.264922,0,6.536.806,36,0.994204,100,0,0.091744,0.008162,0.006197,0,0.092130,74.007.642,0.255242,4.715.786,4.931.982,1.671.907,2.261.991,-0.280368,-9.188.881,1.004.814,11.829.392.578,0,39,49,89,32,91,100,100,82,98,100,0,100,100,96,99,100,91,55,4,100,100,94,99,100,97,100,97,100,y
Multi-PIE/well-litFrontalNeutralProbes/withGlasses/010_01_01_051_17.png,25.926.594,92.541.455,0.055510,0.207992,0.013595,0.215421,0,6.751.501,47,0.992293,100,0.243165,0.097433,0.008807,0.047607,0,0.086518,68.124.146,0.236541,5.396.475,5.014.164,1.539.281,2.707.011,3.355.504,-1.560.759,2.416.137,14.261.716.797,0,76,58,42,54,99,100,100,84,100,100,0,76,100,96,95,100,91,48,3,100,100,80,100,100,100,100,98,100,y
Multi-PIE/well-litFrontalNeutralProbes/withGlasses/314_03_01_051_15.png,28.233.747,62.461.850,0.068359,0.202234,0.017528,0.288166,0,6.868.961,43,0.991540,100,0,0.084287,0.010689,0.132734,0,0.095531,66.527.863,0.275638,5.824.466,4.828.573,1.436.060,2.191.881,-5.025.022,4.392.684,4.620.249,16.318.962.891,0,88,71,45,51,100,100,100,86,99,100,0,100,100,96,87,100,90,46,6,100,100,59,98,99,99,99,99,100,y
Multi-PIE/well-litFrontalNeutralProbes/withGlasses/188_01_01_051_06.png,24.238.195,78.238.689,0.584940,0.281096,0.017534,0.087532,0.000607,7.026.317,46,0.990318,100,0,0.056529,0,0,0,0.092881,69.079.846,0.268800,5.374.554,4.896.494,1.519.197,2.201.286,2.198.893,-4.517.617,2.228.333,11.762.330.078,0,62,64,85,84,100,100,94,88,100,100,0,100,97,97,100,100,91,49,5,100,100,77,98,100,99,100,97,100,y
Multi-PIE/well-litFrontalNeutralProbes/withGlasses/033_01_01_051_17.png,28.172.398,54.093.777,0.331790,0.118404,0.004847,0.462849,0,6.026.761,45,0.988606,1.795.149,0,0.083117,0,0.031496,0,0.085723,80.020.601,0.278156,4.862.120,4.137.177,1.458.482,2.150.133,1.085.135,-2.557.735,1.241.859,12.776.592.773,0,88,74,72,16,65,100,100,75,100,100,91,100,100,97,97,100,91,62,6,100,100,64,97,100,100,100,97,100,y
Multi-PIE/well-litFrontalNeutralProbes/withGlasses/271_02_01_051_08.png,28.118.341,67.406.585,0.598633,0.334142,0.034357,0.093689,0.000723,7.477.395,38,0.995626,100,0,0.060777,0.007349,0.023388,0,0.076070,69.661.284,0.283488,4.962.683,5.295.457,1.205.361,2.322.525,-7.174.619,-8.556.564,2.181.391,9.512.468.750,0,88,68,86,94,86,100,93,93,99,100,0,100,98,96,98,100,92,50,7,100,100,12,99,98,98,100,95,100,y
Multi-PIE/well-litFrontalNeutralProbes/withGlasses/235_01_01_051_06.png,23.800.814,137.873.800,0.515152,0.231741,0.018064,0.129167,0.000169,7.022.258,44,0.992641,3.254.532,0,0.075087,0.022863,0.204274,0,0.147540,69.137.192,0.273364,5.223.115,5.035.025,1.349.220,2.309.682,1.423.845,1.371.285,4.027.486,10.403.344.727,0,58,41,82,65,100,100,98,88,99,100,84,100,100,95,80,100,85,49,6,100,100,38,99,100,100,100,96,100,y
Multi-PIE/well-litFrontalNeutralProbes/withGlasses/268_02_01_051_06.png,23.994.602,104.977.992,0.702422,0.236693,0.020692,0.201419,0.000105,7.075.879,43,0.995799,100,0,0.048443,0.006894,0.004349,0,0.092107,74.008.759,0.302198,4.932.432,4.716.216,1.220.225,2.088.861,0.881520,-5.156.742,1.287.139,12.296.506.836,0.000944,59,53,90,68,99,100,99,88,99,100,0,100,95,96,100,100,91,55,10,100,100,14,95,100,99,100,97,100,y
Multi-PIE/well-litFrontalNeutralProbes/withGlasses/013_01_01_051_17.png,29.665.310,75.275.867,0.283737,0.141436,0.008389,0.417503,0,6.380.682,39,0.989002,2.834.346,0,0.080357,0,0.052784,0,0.048333,71.011.479,0.255465,5.027.670,4.985.421,1.867.285,2.063.841,-0.640544,4.194.902,3.130.554,13.658.234.375,0,93,65,69,24,87,100,100,80,99,100,86,100,100,97,95,100,95,51,4,100,100,99,93,100,99,100,98,100,y
Multi-PIE/well-litFrontalNeutralProbes/withGlasses/310_03_01_051_06.png,27.830.530,82.836.910,0.586505,0.225233,0.012798,0.115190,0,6.815.728,45,0.991453,100,0,0.081477,0.008063,0.012539,0,0.087327,68.139.615,0.258367,5.338.235,5.073.529,1.362.726,2.507.738,3.668.416,-1.539.293,0.480409,17.202.794.922,0.043367,87,62,85,62,98,100,100,85,100,100,0,100,100,96,99,100,91,48,4,100,100,41,100,100,100,100,99,80,y
Multi-PIE/well-litFrontalNeutralProbes/withGlasses/102_01_01_051_17.png,24.992.086,103.558.536,0.097959,0.176282,0.011092,0.308956,0,6.579.686,44,0.989028,100,0,0.057753,0.008073,0.063551,0,0.107858,69.211.678,0.258052,5.348.295,4.900.195,1.597.356,2.294.678,-1.708.160,5.775.898,3.157.085,8.924.393.555,0,68,54,50,38,95,100,100,82,99,100,0,100,98,96,94,100,89,49,4,100,100,88,99,100,99,100,94,100,y
